Unnamed: 0,Author,Coursename,Last_updated,Lectures,Newfee,Oldfee,Rating,Sections,Time,Topic,Target,_id,Number_of_enroll
1318,Trần Thị Quỳnh,Kiến Thức Cơ Bản Cho Người Bắt Đầu Học Bánh Âu,2021-12-15,30,399000.0,699000.0,5.0,4,250,Nghệ Thuật - Đời Sống,"['nắm được những kiến thức cơ bản nhất về các kỹ thuật trong làm bánh âu.', 'có khả năng làm 1 số loại bánh mì và bánh ngọt thành công ngay sau khóa học.', 'tránh được những sai lầm trong làm bánh.']",66f79d3af050d8d70ad24b96,75
1319,Nguyễn Hoàng Khắc Hiếu,Kỹ năng phản biện thuyết phục,2022-07-22,26,399000.0,699000.0,5.0,3,106,Phát Triển Bản Thân,"['hiểu và nắm được một số chiến thuật để đàm phán hiệu quả nhất trong công việc, trong giao tiếp hằng ngày, hay với nhà tuyển dụng, đối tác làm ăn và đặc biệt là với chính bản thân mình.', 'giúp bạn sẽ luôn thành công và đạt được hiệu quả trong công việc của mình.', 'giúp bạn tự tin hơn trong giao tiếp với bất kỳ một cuộc tranh luận nào.', 'giúp bạn dễ dàng đạt được những gì mong muốn trong cuộc sống và công việc.']",66f79d3af050d8d70ad24b97,18
1320,Phạm Thị Thùy Dung,KIẾM TIỀN THẦN TỐC TỪ 2 CÔNG CỤ BÁN HÀNG QUYỀN LỰC TRONG NGÀNH MỸ PHẨM,2021-12-15,22,399000.0,699000.0,5.0,3,101,Kinh Doanh - Khởi Nghiệp,"['giá trị bạn nhận được từ khoá học:', 'nắm được những con số đắt giá về tiềm năng và xu hướng phát triển của thị trường ngành mỹ phẩm.', 'hiểu rõ ràng nhu cầu, hành vi mua hàng của khách hàng → tiền đề giúp bạn có những bài viết quảng cáo bán hàng, khuyến mãi hấp dẫn có thể chốt được ngay đơn hàng ngay lập tức.', 'sử dụng thông minh 2 công cụ quảng cáo, khuyến mãi để bán hàng trên các kênh facebook, google, instagram hiệu quả mà không tốn kém.', 'sở hữu 3 concept truyền thông sáng tạo để bạn ứng dụng dễ dàng với quảng cáo & khuyến mãi.', 'công thức bài viết và video quảng cáo bán hàng lôi kéo sự quan tâm và kích thích khách hàng chi tiền.']",66f79d3af050d8d70ad24b98,73
1321,Đặng Phương Linh,Học trang điểm cá nhân - Thay đổi bản thân là thay đổi cuộc sống,2022-01-05,20,399000.0,699000.0,5.0,2,98,Nghệ Thuật - Đời Sống,"['chỉ duy nhất có tại danglinh makeup studio.', 'bạn có thể học được ở mọi lúc mọi nơi, không cần phải tới lớp.', 'bạn có thể học đi học lại cho đến khi thành thạo mà không mất thêm chi phí.', 'bạn sẽ được tham gia vào group private ""lớp trang điểm cá nhân"" của linh để cập nhật những xu hướng hot nhất và những khóa học mới nhất với giá ưu đãi nhất.']",66f79d3af050d8d70ad24b99,9
1322,Lê Ngân Hà,Marketing toàn tập cho ngành hàng thời trang,2021-12-15,22,399000.0,699000.0,5.0,6,159,Marketing,"['nắm vững kiến thức về ngành hàng.', 'thấu hiểu nhu cầu của khách hàng.', 'vận hành thành thạo các kênh.', 'lập được marketing plan cho doanh nghiệp.']",66f79d3af050d8d70ad24b9a,8
1323,Trần Thùy Linh,Học nhảy Urban Choreography cho người mới bắt đầu,2022-05-04,25,399000.0,699000.0,4.1,5,151,Thể Thao - Sức Khỏe,"['sau khóa học, học viên sẽ được học các kĩ thuật từ cơ bản đến nâng cao để ghép thành nhiều tổ hợp biên đạo thể hiện nhiều bài nhạc khác nhau.', 'giúp bạn có thể tự tin thể hiện cá tính qua các cuộc thi, bữa tiệc..... hay đơn giản là qua các bài hát mà học viên yêu thích.', 'giúp bạn cải thiện được sức khỏe, duy trì được vóc dáng đẹp và một cơ thể cân đối.']",66f79d3af050d8d70ad24b9b,86
1324,Đỗ Thùy Dung,70 Ý TƯỞNG LÀM TRUYỀN THÔNG MARKETING TỪ THÁP THÔNG ĐIỆP 4C,2022-03-08,23,399000.0,699000.0,4.0,3,102,Marketing,"['khi hoàn thành khoá học, bạn có thể:', 'tự tay nghĩ ý tưởng cho các hoạt động truyền thông marketing.', 'biết cách lựa chọn những ý tưởng và hình thức truyền thông phù hợp với bài toán và nguồn lực của mình.', 'hiểu rõ bản chất của truyền thông và thông điệp, từ đó biết cách phối kết hợp nhuần nhuyễn các hình thức với nhiều ý tưởng nhỏ để làm nổi bật thông điệp. từ đó giúp đem về hiệu quả như đơn hàng hay sự lan tỏa thực sự của thương hiệu.', 'nghĩ ý tưởng lớn xuyên suốt, lên concept cụ thể cho từng hình thức và các chiến dịch truyền thông.', 'đánh giá tính khả thi của 1 ý tưởng truyền thông marketing. không còn “mờ mắt”, chạy đua với những con số về tương tác (như lượt like, lượt xem, lượt share) mà hướng đến kết quả cuối cùng là doanh số và thương hiệu.']",66f79d3af050d8d70ad24b9c,19
1325,Nguyễn Thu Hương (Hương Choé - Choé cooking),Các món ăn vặt cho nhà hàng,2022-05-20,25,299000.0,599000.0,4.0,6,190,Nghệ Thuật - Đời Sống,"['sau khóa học, học viên có thể tự làm được các đồ ăn vặt, đảm bảo vệ sinh an toàn thực phẩm.']",66f79d3af050d8d70ad24b9d,15
1326,Asteria Đỗ,Phát âm tiếng Anh và giao tiếp căn bản,2021-12-15,43,699000.0,699000.0,5.0,4,196,Ngoại Ngữ,"['* bạn sẽ có được khẩu hình chuẩn trong phát âm tiếng anh.', '* bạn sẽ phân biệt được âm dài, âm ngắn và nhấn trọng âm trong từ cũng như nhấn từ trong câu.', '* bạn sẽ tự tin nói tiếng anh chuẩn giọng và dùng đúng từ ngữ để biểu đạt chính xác nhất trong những tình huống giao tiếp hằng ngày.']",66f79d3af050d8d70ad24b9e,71
1327,Đoàn Thế Vinh,"Xây dựng sản phẩm Internet of Things: thiết bị, truyền dữ liệu, phân tích, hiển thị báo cáo và điều khiển",2021-12-15,36,399000.0,699000.0,5.0,8,135,Lập Trình - CNTT,"['sau khóa học, học viên có những kiến thức và kỹ năng xây dựng hệ thống iot, gồm:', 'làm việc với các cảm biến, lập trình đọc ghi dữ liệu cảm biến với esp.', 'truyền nhận dữ liệu giữa các thiết bị iot theo giao thức mqtt, http.', 'sử dụng thành thạo các công cụ thingspeak, freeboard, blynk để visualize dữ liệu và điều khiển.', 'bảo mật thông tin, dữ liệu trong hệ thống iot.', 'các kiến thức này giúp học viên có thể làm việc trong các dự án iot hoặc tự làm một hệ thống iot hoàn chỉnh phục vụ cho mục đích học tập, công việc của học viên.']",66f79d3af050d8d70ad24b9f,80
1328,Trần Anh Tuấn,Bí kíp viết CV và chinh phục tuyển dụng,2022-04-14,22,299000.0,299000.0,4.0,6,133,Phát Triển Bản Thân,"['học xong có thể áp dụng vào công việc ngay và có thể sau này làm luôn quản lý bộ phận nhân sự.', 'biết cách thiết kế nội dung của lá thư ứng tuyển và cv nổi bật, thể hiện bao quát năng lực của bản thân khi nhà tuyển dụng đọc và lưu ý.', 'trang bị cho học viên kỹ năng gây ấn tượng mạnh với nhà tuyển dụng trong quá trình chuẩn bị hồ sơ xin việc, trả lời phỏng vấn và trong giai đoạn thử việc.', 'hoàn thành khóa học, học viên có thể tự tin về khả năng đàm phán lương khi đi phỏng vấn để đạt được mức lương mong đợi.', 'trong khóa học có được chiêu “mẹo” độc môn mà bạn sẽ được rất nhiều điểm cộng nho nhỏ trước lúc phỏng vấn, trong lúc phỏng vấn và sau lúc phỏng vấn.']",66f79d3af050d8d70ad24ba0,71
1329,Trần Đình Dần (Master Trần),KHÓA HỌC DỰNG MOVIE TRAILER - KỸ XẢO LOGO PARTICULAR VỚI AFTER EFFECT,2021-12-15,21,399000.0,699000.0,5.0,2,217,Thiết Kế,"['sau khi hoàn thành khóa học bạn sẽ tạo ra được những tác phẩm kỹ xảo điện ảnh, movie intro, movie trailer chuyên nghiệp.']",66f79d3af050d8d70ad24ba1,70
1330,Phạm Nguyễn Thái Hoàng,Kiếm tiền trực tiếp trên Amazon - xây dựng thu nhập thụ động bằng bán hàng trên Amazon,2022-06-02,41,799000.0,799000.0,3.9,6,322,Kinh Doanh - Khởi Nghiệp,"['hiểu và biết cách bán hàng trên amazon, cách chọn sản phẩm cơ bản, cách list hàng lên amazon chuẩn seo.', 'hình dung được cách xây dựng một nguồn thu nhập thụ động và bền vững (~500$ trở lên) từ con số không với hình thức dropshipping.', 'học tư duy kinh doanh, sử dụng thành thạo các công cụ internet marketing. tìm hiểu quá trình lưu thông hàng hóa. từ việt nam, trung quốc đi mỹ, châu âu, từ trung quốc, châu âu về việt nam... làm chủ được nguồn hàng cho tất cả các thị trường bán buôn, bán lẻ trên toàn thế giới.', 'hiểu về tiềm năng xây dựng một hệ thống kiếm tiền mọi lúc mọi nơi. ngay khi bạn đang ngủ, hay đi du lịch với người yêu, gia đình, bạn bè, chỉ cần 1 chiếc laptop hoặc smartphone có kết nối internet.']",66f79d3af050d8d70ad24ba2,25
1331,Từ Hoàng Thông,Nhập môn cờ vua (Phần 2),2022-04-22,23,299000.0,299000.0,3.9,7,180,Nghệ Thuật - Đời Sống,"['có tư duy về chiến thuật khi đánh cờ.', 'biết cách chơi loại cờ này một cách hiệu quả hơn.']",66f79d3af050d8d70ad24ba3,47
1332,Từ Hoàng Thông,Nhập môn cờ vua (Phần 1),2022-03-02,21,249000.0,249000.0,4.5,9,119,Nghệ Thuật - Đời Sống,"['có tư duy về chiến thuật khi đánh cờ.', 'biết cách chơi loại cờ này một cách hiệu quả hơn.']",66f79d3af050d8d70ad24ba4,20
1333,Ken Nguyễn,CÁCH BÁN HÀNG HIỆU QUẢ VÀ CHUYÊN NGHIỆP TRÊN MẠNG XÃ HỘI CÁ NHÂN,2021-12-15,28,299000.0,599000.0,5.0,6,128,Kinh Doanh - Khởi Nghiệp,"['có đơn hàng đều khi làm đúng theo hướng dẫn', 'hiểu được cách bán hàng chuyên nghiệp cho bất kì dòng sản phẩm nào', 'xây dựng được thương hiệu cá nhân trên mạng xã hội']",66f79d3af050d8d70ad24ba5,48
1335,Trần Công Kiên,Thủ thuật Excel cho người làm marketing,2022-06-22,63,299000.0,599000.0,4.6,5,472,Tin Học Văn Phòng,"['kiến thức cơ bản về excel: thành thạo cách định dạng dữ liệu, các hàm excel cơ bản, các thủ thuật excel ít người biết.', 'kiến thức marketing: kiến thức xử lý các công việc từ cơ bản đến nâng cao, từ quản lý công việc cá nhân, quản lý các kênh quảng cáo như google, facebook, email marketing, lập kế hoạch, đo lường hiệu quả marketing.', 'áp dụng như thế nào: tất cả các kiến thức đều có thể áp dụng được ngay lập tức sau khi học giúp bạn cải thiện công việc của mình.', 'về lâu dài: đây là khóa học nền tảng cho việc đọc dữ liệu - hiểu khách hàng, tiền đề để ra mọi quyết định marketing, phù hợp với xu hướng bigdata, data driven trong lĩnh vực marketing. học xong khóa học này người học sẽ dễ dàng tìm hiểu mở rộng các lĩnh vực khác về phân tích dữ liệu và khách hàng.']",66f79d3af050d8d70ad24ba7,99
1336,Lê Hải,"Phòng và trị bệnh cơ xương khớp, cột sống bằng tư thế đúng",2022-04-14,29,399000.0,799000.0,5.0,5,91,Thể Thao - Sức Khỏe,"['áp dụng các tư thế chuẩn sẽ giúp làm việc lâu không bị mỏi cổ - vai - gáy, không bị mỏi lưng, chân tay thoải mái, tăng cường máu lên não, nội tạng hoạt động tốt hơn, cân bằng nội tiết tố, tuần hoạt lưu thông tốt hơn, tim hoạt động nhẹ nhàng hơn.', 'những kiến thức trong khoá học giúp người học ngồi làm việc đúng tư thế nên cảm thấy thoải mái hơn khi ngồi lâu, đi lại thấy nhẹ nhõm, không bị nhức khớp gối hay mỏi hông, đứng lâu không bị mỏi chân, tê chân...', 'thực tập lâu dài các tư thế đúng, sẽ giúp bảo vệ cột sống, tránh các bệnh thoát vị đĩa đệm, phình đĩa đệm, lệch cột sống, bảo vệ các khớp giúp tránh thoái hoá sớm các khớp đặc biệt là khớp gối, khớp cổ chân, khớp vai, khớp háng.', 'đối với những ai đang bị đau nhức cơ, mỏi cơ, tê tay chân, đau nhức khớp, thoái hoá cột sống, thoát vị đĩa đệm, mỏi cổ gáy, đau thắt lưng... thì việc ứng dụng các tư thế chuẩn là điều kiện bắt buộc trong giai đoạn điều trị bệnh.']",66f79d3af050d8d70ad24ba8,97
1337,Lê Hải,Massage dành cho mẹ bầu,2021-12-15,34,399000.0,799000.0,5.0,2,128,Hôn Nhân - Gia Đình,"['biết kĩ thuật massage giúp mẹ bầu thư giãn, dễ chịu về thể chất và tinh thần.', 'mẹ bầu biết cách tự chăm sóc mình và chăm sóc thai nhi.', 'biết cách massage trị liệu các đau nhức thường gặp trong quá trình mang thai.']",66f79d3af050d8d70ad24ba9,54
1338,Nguyễn Ngọc Thắng,Tự tay setup bể thủy sinh,2022-03-10,25,299000.0,599000.0,4.6,7,161,Nghệ Thuật - Đời Sống,"['được học những kiến thức bài bản, đầy đủ, hệ thống, không phải những kiến thức cao siêu.', 'được hướng dẫn thực hành các kĩ năng thiết thực cho việc setup chăm sóc bể thủy sinh.', 'hỗ trợ giải đáp trong quá trình học tập.', 'giới thiệu những địa chỉ uy tín giá cả hợp lý khi mua thiết bị, vật liệu, gỗ đá...', 'giới thiệu việc làm nếu như bạn mong muốn trở thành kĩ thuật viên, mở cửa hàng kinh doanh cá cảnh, thủy sinh.']",66f79d3af050d8d70ad24baa,23
1339,Nguyễn Thị Hồng Loan,Khóa học móc len căn bản và ứng dụng,2022-03-09,29,299000.0,599000.0,3.9,6,206,Nghệ Thuật - Đời Sống,"['sau khóa học có thể tự nhìn hình, chart để tạo ra nhiều sản phẩm đa dạng khác nhau.', 'nắm được các kỹ thuật và có thể tự đan các vật dụng yêu thích cho bản thân và người yêu thương.', 'đan, móc được ví như là môn thiền, đem lại nhiều lợi ích cho sức khỏe, giúp phụ nữ thoát khỏi bệnh trầm cảm sau sinh hiểu quả.', 'tạo ra kinh tế cho gia đình (hiện nay có rất nhiều bà mẹ bỉm sữa theo đuổi công việc đan, móc, giúp họ vừa ở nhà tự tay chăm con, vừa kiếm được chục triệu đồng mỗi tháng).', 'và cuối cùng, đến với khóa học bạn sẽ trở thành người phụ nữ khéo léo, đầy yêu thương trong mắt người thân và bạn bè.']",66f79d3af050d8d70ad24bab,74
1340,Tiến Dũng Đặng,Trở thành MC tiệc cưới hiện đại,2022-02-17,31,399000.0,699000.0,5.0,5,152,Kiến Thức Chuyên Ngành,"['bạn sẽ biết cách làm chủ giọng nói của mình.', 'bạn sẽ sở hữu kỹ năng dẫn chương trình.', 'bạn sẽ tự tin dẫn chương trình, thi tuyển tại các trung tâm sự kiện lớn.']",66f79d3af050d8d70ad24bac,82
1341,Đỗ Huy Chúc,"Phong tục thờ cúng trong gia đình và trong cơ quan, doanh nghiệp",2021-12-27,26,399000.0,699000.0,5.0,4,210,Nghệ Thuật - Đời Sống,"['người học sẽ được tìm hiểu một cách đầy đủ về phong tục thờ cúng của người việt.', 'được hướng dẫn tỉ mỉ trong việc mua sắm lễ vật cho từng lễ tết khác nhau.', 'được hướng dẫn cách tiến hành làm lễ, trong đó có cả mẫu sớ cúng để có thể tự làm lễ mà không phải mời thầy.']",66f79d3af050d8d70ad24bad,11
1342,NGUYỄN DANH VÂN,Tiếng Trung thương mại và du lịch,2024-07-09,15,299000.0,599000.0,4.0,1,217,Ngoại Ngữ,"['học viên có thể tự tin giao tiếp đặt khách sạn, thuê xe, thuê phòng, ....khi đi du lịch']",66f79d3af050d8d70ad24bae,19
1343,Kế Đoàn,Giữ gìn sắc vóc qua ngôn ngữ hình thể,2022-05-20,16,299000.0,599000.0,4.0,3,151,Thể Thao - Sức Khỏe,"['lợi ích trước mắt và lâu dài:', 'tập luyện vận động toàn bộ hình thể không chỉ giúp bạn ngăn ngừa một số căn bệnh mà còn giúp bạn luôn cảm thấy tràn đầy năng lượng sống.', 'giảm nguy cơ các bệnh nan y, tạo sự thoải mái cho tinh thần.', 'giảm tốc độ lão hóa của cơ thể, đặc biệt cho làn da của bạn.']",66f79d3af050d8d70ad24baf,20
1344,Nguyễn Thanh Tùng,Sketchup và Vray cơ bản đến nâng cao,2022-05-25,29,399000.0,799000.0,4.6,5,229,Thiết Kế,"['được làm quen với cả 3 phần mềm sketchup, vray và photoshop.', 'biết cách dựng một tòa nhà một cách hiệu quả và chuyên nghiệp nhất.', 'nắm được quy trình làm việc chuyên nghiệp của học viên kiến trúc ngoại thất.', 'nắm được những thủ thuật để khiến bức ảnh của bạn thêm sống động và sáng tạo.', 'biết cách sử dụng và quản lý nguồn thư viện 3d đa dạng và miễn phí, chất lượng cao để sử dụng trong các dự án.', 'hiểu sâu sắc hơn về vật liệu, ánh sáng trong tự nhiên, cũng như trong môi trường 3d.']",66f79d3af050d8d70ad24bb0,66
1345,Phan Thanh Dũng,Phương pháp đọc sách siêu tốc 1000 từ/phút,2022-03-12,25,299000.0,299000.0,4.0,4,148,Phát Triển Bản Thân,"['bạn sẽ biết cách phân biệt loại sách nào nên đọc nhanh và chậm để đọc hiệu quả hơn.', 'bạn sẽ nhận ra được lý do tại sao mình đọc chậm và khắc phục nó.', 'nâng cao tốc độ đọc hiểu của bạn lên gấp đôi, thậm chí gấp ba lần so với trước.']",66f79d3af050d8d70ad24bb1,19
1346,Vũ Văn Hội,Diện chẩn - Phương pháp chữa bệnh không dùng thuốc,2022-05-12,39,399000.0,699000.0,4.5,13,459,Thể Thao - Sức Khỏe,"['tự khắc phục hiệu quả những triệu chứng thường gặp (bệnh nghề nghiệp) chốn công sở như: đau cổ vai gáy, đau đầu, stress, đau lưng, nhức mỏi mắt, trĩ, gout, thấp khớp...', 'tự cải thiện tình trạng sức khỏe của mình ngay trong khóa học.']",66f79d3af050d8d70ad24bb2,11
1347,Văn Thượng Hỉ,Kiếm tiền từ Crypto Currency,2022-05-16,18,299000.0,599000.0,4.1,4,230,Đầu Tư,"['nếu tham gia đầu tư mà không nắm được những yếu tố cơ bản thì khả năng rủi ro rất cao.', 'thị trường crypto có vô số mô hình lừa đảo, bạn cần một số kiến thức nhất định để phòng tránh.', 'giúp bạn an toàn hơn khi bắt đầu tham gia đầu tư crypto currency, một lĩnh vực hoàn toàn mới.']",66f79d3af050d8d70ad24bb3,51
1348,Henry Khánh,Thay đổi cuộc đời bằng bất động sản - 90 ngày luyện công,2022-06-08,29,399000.0,699000.0,5.0,5,195,Đầu Tư,"['sau khóa học, học viên sẽ trở thành những nhân viên môi giới bất động sản giỏi hơn hay những nhà đầu tư giỏi hơn, thể hiện ngay trong kết quả của họ.', 'những kiến thức này có thể áp dụng vào công việc trong công ty nếu người học là người đi làm công ăn lương hay có thể áp dụng vào việc kinh doanh nếu như người học kinh doanh riêng hay làm chủ doanh nghiệp.', 'về lâu dài, nếu làm theo những kỹ năng kiến thức trong khóa học thì người học sẽ đạt được những thành công rực rỡ trong nghề môi giới bất động sản, có thể trở thành giám đốc sàn/giám đốc kinh doanh hay ceo sau này.', 'còn những người kinh doanh riêng hay chủ doanh nghiệp thì sẽ cải thiện tình hình kinh doanh của mình, tăng lợi nhuận một cách nhanh chóng.']",66f79d3af050d8d70ad24bb4,92
1349,Dương Đức Cường,Khoá học thanh nhạc cơ bản và hát karaoke,2022-03-08,36,399000.0,699000.0,4.6,3,305,Âm Nhạc,"['học viên biết cách sử dụng hơi thở chuẩn.', 'biết cách mở khẩu hình và áp dụng vào ca khúc.', 'biết cách phát âm chuẩn, giúp giọng nói rõ ràng và hay hơn.', 'nắm được nhạc lý cơ bản.', 'những người đã từng hát biết cách áp dụng kĩ thuật thanh nhạc và bài hát để hát hay hơn.']",66f79d3af050d8d70ad24bb5,93
1350,Khuất Thị Kiều Vân,Làm bánh rau câu kem bơ,2022-04-16,32,299000.0,349000.0,4.1,3,303,Nghệ Thuật - Đời Sống,"['với những kiến thức về cốt bánh, về cách đánh kem bơ và những nguyên tắc phối hợp màu sắc để trang trí, học viên có thể áp dụng khi làm bánh rau câu với hoa nổi, hoa kem bơ dùng đui hoặc hoa đậu.', 'học viên có thể tự làm bánh cho những dịp sinh nhật, tiệc. loại bánh này có thể đáp ứng nhu cầu của nhiều đối tượng, từ trẻ em đến người lớn tuổi. nếu thành thạo, học viên có thể thương mại hóa sản phẩm của mình.', 'hiện tại trên thị trường mới chỉ có 02 người dạy làm loại bánh này, và những người có thể làm được loại bánh này tại việt nam chưa nhiều nên đây là một cơ hội lớn cho bạn nào muốn nắm bắt để đưa dòng bánh này ra thị trường.']",66f79d3af050d8d70ad24bb6,92
1351,Giàng Thuận Ý,Bí quyết kinh doanh quán cafe từ A đến Z,2022-03-17,61,399000.0,699000.0,5.0,8,473,Kinh Doanh - Khởi Nghiệp,"['tham gia khóa học, các bạn sẽ hình dung ra toàn bộ quá trình từ khi setup cho đến vận hành, thanh lý một quán cà phê gồm những công việc gì, các bạn cần phải chuẩn bị những gì. nếu bạn chưa bỏ vốn mà chỉ đang có ý tưởng, bạn sẽ quyết định có nên đầu tư kinh doanh hay không, còn nếu bạn đang kinh doanh, gặp những vấn đề chưa thể giải quyết, bạn sẽ tìm thấy câu trả lời trong các bài học. và trên tất cả, sau khóa học này, bạn hoàn toàn có thể áp dụng kiến thức, tư duy để có thể triển khai các kế hoạch kinh doanh khác.']",66f79d3af050d8d70ad24bb7,63
1352,Th.S Nguyễn Tấn Trung,Làm chủ quán cafe truyền thống,2022-03-18,78,399000.0,699000.0,3.8,8,190,Kinh Doanh - Khởi Nghiệp,"['biết lập kế hoạch kinh doanh.', 'huy động được nguồn vốn đầu tư.', 'set up được 1 quán cà phê.', 'chọn mua các loại bàn ghế, dụng cụ, ly cho quán cà phê.', 'xây dựng menu cho quán cà phê.', 'đàm phán với nhà tài trợ.', 'cách làm marketing thu hút khách hàng.', 'cách phục vụ khách hàng tốt nhất.', 'chỗ mua dụng cụ, nguyên vật liệu trong kinh doanh.', 'bài học kinh nghiệm về khởi nghiệp quán cà phê.']",66f79d3af050d8d70ad24bb8,29
1353,Lê Thủy Xuân,Tuyệt chiêu làm bánh cực ngon không cần lò nướng,2021-12-15,20,399000.0,1049000.0,5.0,5,185,Nghệ Thuật - Đời Sống,"['sau khóa học, học viên sẽ có thể thực hiện các công thức bánh ngọt không cần sử dụng lò nướng.', 'học viên sẽ cảm thấy tự tin hơn trong nhà bếp.', 'học viên sẽ hiểu các thành phần và kỹ thuật cần thiết để làm các loại bánh ngọt không cần lò nướng.']",66f79d3af050d8d70ad24bb9,28
1354,Đặng Thanh Kiệt,Chinh phục tiếng Anh giao tiếp căn bản,2022-05-20,50,299000.0,599000.0,3.8,2,528,Ngoại Ngữ,"['tự tin nói tiếng anh mỗi ngày sau khi học.', 'biết cách giao tiếp và phản xạ khi gặp người nước ngoài.', 'học là nói và áp dụng được ngay.', 'lấy lại căn bản hơn 1000 từ vựng và cấu trúc ngữ pháp.']",66f79d3af050d8d70ad24bba,57
1355,Nguyễn Thế Mạnh,Nến Nhật trong đầu tư chứng khoán 4.0,2022-05-20,21,299000.0,599000.0,4.0,7,131,Đầu Tư,"['giải thích các khái niệm chuyên sâu, mẫu hình phức tạp trong nến nhật tự động, nhưng đồng thời dễ nắm bắt bao gồm các mẫu hình đảo chiều tăng giá, mẫu hình đảo chiều giảm giá, mẫu hình tiếp diễn xu hướng.', 'tại sao chọn phân tích nến nhật cho đầu tư chứng khoán? nó được nhiều người sử dụng và ít nhiều được nhắc tới nhiều trong quá trình phân tích chứng khoán hoặc chúng ta sẽ phải bắt gặp nó hàng ngày. vậy nên giỏi và trở thành chuyên gia luôn trong nến nhật sẽ đem lại lợi thế. ngoài ra nến nhật giỏi chỉ chiếm 20% khóa học, 80% còn lại sẽ là các chỉ số vô cùng quan trọng về dòng tiền, xu hướng chính, xu hướng trong nến nhật, sử dụng cơ bản amibroker. hỗ trợ liên tiếp 3 tháng liền để quý học viên hoàn toàn tự tin giao dịch:', '+ phân tích kỹ thuật(phân tích toán học).', '+ phân tích định lượng.', '+ mô hình hóa danh mục đầu tư theo 50 cách khác nhau. xây dựng nền móng vững chắc để bắt đầu sự nghiệp/kinh doanh chứng khoán bền vững. đây là một khóa học mang lại cho nhà đầu tư cá nhân trở thành chuyên nghiệp tự tin trong quá trình đầu tư chứng khoán, cũng vô cùng cần cho chủ doanh nghiệp để biết rõ vị trí của doanh nghiệp mình đang ở đâu và tại sao lại thế. giá cả phải chăng (không yêu cầu cam kết tài chính bạn có số vốn từ vài trăm tới vài triệu đô đều đầu tư chứng khoán được và bạn cần phải giỏi mới có thành tích được).']",66f79d3af050d8d70ad24bbb,27
1356,Trần Đình Dần (Master Trần),KHÓA HỌC SLIDESHOW ĐỈNH CAO VỚI AFTER EFFECTS,2021-12-15,25,399000.0,699000.0,5.0,1,287,Thiết Kế,"['sau khi hoàn thành khóa học bạn sẽ tạo ra được phim marketing chuyên nghiệp, slideshow, trailer truyền hình, ca nhạc, motion graphics title, chỉnh màu và hiệu ứng chuyên nghiệp.']",66f79d3af050d8d70ad24bbc,33
1357,Nguyễn Thế Mạnh,Khóa học đầu tư chứng khoán tự động,2022-03-18,32,399000.0,699000.0,4.0,10,186,Đầu Tư,"['giải thích các khái niệm chuyên sâu sử dụng amibroker với nội dung cơ bản, nhưng đồng thời dễ nắm bắt, bao gồm:', '+ afl coding.', '+ phân tích kỹ thuật (phân tích toán học).', '+ phân tích định lượng.', '+ mô hình danh mục đầu tư.', 'xây dựng nền móng vững chắc để bắt đầu sự nghiệp/kinh doanh chứng khoán bền vững.']",66f79d3af050d8d70ad24bbd,8
1358,Nguyễn Ngọc Thúy,Chinh phục len sợi trong 7 ngày,2022-05-20,23,299000.0,599000.0,4.0,3,156,Nghệ Thuật - Đời Sống,"['sau khi hoàn thành khóa học cơ bản, học viên sẽ biết cách đo và tính size mũ theo từng ngưòi từ sơ sinh đến người lớn.', 'có thể tự phối hợp ra cho riêng mình 1 số mẫu khăn nón đẹp theo ý thích của riêng mình và tự làm 1 số móc treo trang trí chìa khóa.']",66f79d3af050d8d70ad24bbe,89
1359,Lương Bằng Quang,Học hát chuyên nghiệp trong 7 ngày,2024-08-16,22,399000.0,699000.0,4.6,7,118,Âm Nhạc,"['nắm những kiến thức và kỹ năng cơ bản về thanh nhạc', 'có những phút giây thư giãn sau thời gian học tập, làm việc căng thẳng', 'tự tin thể hiện trong những buổi tiệc, cuộc thi', 'chinh phục những ca khúc yêu thích']",66f79d3af050d8d70ad24bbf,34
